temperature,humidity,wind_speed,rainfall,recommended_sensitivity,explanation
43.2,40.6,6.4,2.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
42.3,29.2,14.0,1.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
27.4,66.2,20.9,19.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.3,68.1,24.5,19.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
30.5,56.0,24.4,17.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.7,55.7,18.5,7.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
33.9,40.1,13.4,4.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
36.9,37.4,9.0,2.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
38.9,38.0,14.6,0.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
42.2,31.9,16.4,3.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
29.0,70.8,35.0,66.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
31.1,26.2,10.3,3.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
29.9,67.4,20.7,13.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.6,47.8,14.3,5.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
40.5,26.3,9.1,4.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
19.6,80.1,17.7,68.7,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
22.0,94.0,16.7,48.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
27.4,80.1,33.0,46.3,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
22.9,65.1,12.6,18.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
27.1,63.7,19.8,18.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
21.7,81.4,23.9,28.0,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
31.5,64.7,24.5,15.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.3,83.4,16.4,22.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
37.0,41.5,17.2,4.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.4,84.7,49.1,78.1,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
32.6,40.8,14.0,1.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.3,84.5,19.2,67.0,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
22.7,52.4,14.1,15.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
20.6,97.0,32.7,83.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
29.2,83.0,34.5,25.2,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
27.0,71.2,22.6,58.6,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
22.5,87.3,36.4,86.3,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
29.7,51.3,15.5,15.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.9,87.9,17.6,38.7,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
22.3,65.5,17.3,5.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.3,96.8,34.2,61.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
42.8,38.5,15.6,4.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
31.0,58.1,21.5,7.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
18.7,90.2,18.4,47.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
35.9,20.1,13.5,3.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
21.9,86.6,40.1,84.2,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
32.2,35.6,13.7,4.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
29.1,77.4,16.9,50.2,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
27.3,80.4,32.4,57.4,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
42.8,27.7,15.0,4.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
20.3,84.3,38.5,86.4,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
29.5,66.1,17.3,5.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
44.6,42.1,8.5,0.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
20.5,97.5,37.9,75.0,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
28.9,58.4,14.9,13.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
38.4,34.5,13.2,0.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
26.4,48.5,12.3,5.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
41.3,43.5,10.8,2.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.1,94.8,22.8,42.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
30.6,62.4,21.8,19.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
37.9,39.7,9.2,1.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
35.8,21.7,16.7,3.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
16.9,81.3,42.1,94.1,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
31.8,30.5,5.8,2.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.3,96.0,32.8,61.1,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
30.8,68.5,16.9,8.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
38.8,30.2,8.3,4.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
21.6,94.2,19.8,39.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
31.2,59.2,20.0,8.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
18.1,86.9,45.8,63.2,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
34.2,27.0,10.6,0.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
44.5,42.8,14.1,2.9,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
19.1,85.3,29.3,48.7,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
27.9,95.5,36.0,60.7,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
25.6,46.4,13.4,12.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
39.7,24.4,5.9,0.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.6,72.4,33.9,46.3,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
34.7,28.2,14.3,0.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.5,76.0,31.1,47.3,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
35.8,39.9,13.4,4.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.2,94.1,22.2,43.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
31.5,63.6,24.0,18.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
21.7,73.4,24.6,68.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
20.3,79.6,26.7,54.7,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
30.3,34.8,16.2,4.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
29.1,48.4,15.6,9.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
20.0,78.5,32.3,23.6,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
35.9,25.1,9.6,1.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
18.1,94.7,48.6,68.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
43.4,42.5,6.4,0.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
32.1,25.2,17.8,4.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
18.6,74.5,34.0,67.3,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
26.9,73.8,31.3,23.8,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
38.6,25.4,14.5,2.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
33.3,21.2,13.5,0.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
19.0,86.1,26.2,69.6,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
42.9,40.6,11.6,2.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.5,92.7,40.9,70.6,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
32.0,65.2,23.6,11.3,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
44.1,32.6,12.3,1.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
20.9,93.2,46.4,77.4,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
26.9,46.3,14.2,11.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.5,98.7,40.6,99.4,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
34.1,37.3,17.3,2.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
30.8,59.4,22.1,18.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
19.8,92.4,20.3,49.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
25.9,59.4,21.6,17.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
27.1,78.4,27.5,37.9,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
27.2,68.7,14.1,16.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
35.1,26.9,8.1,2.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.8,74.3,23.3,30.9,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
27.1,46.8,23.8,10.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.9,62.6,14.6,11.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
15.8,93.9,46.0,88.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
30.6,22.9,8.3,0.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
27.9,78.5,31.8,49.5,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
21.8,97.1,33.5,95.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
22.3,84.9,21.0,30.7,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
24.4,90.3,20.8,52.9,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
24.4,82.4,21.5,57.4,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
39.8,39.9,12.8,3.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.6,89.5,48.8,69.4,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
35.3,35.4,16.2,0.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
30.1,51.3,12.9,19.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
35.1,39.7,6.4,4.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
42.2,43.6,8.8,4.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
41.5,38.1,17.7,2.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.0,81.9,49.6,74.2,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
32.2,42.4,15.7,0.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.2,66.8,15.7,18.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
31.6,58.0,20.6,18.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
26.2,69.2,15.6,9.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
36.3,41.9,7.2,0.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.8,57.7,11.4,13.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
38.2,21.9,11.5,4.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
29.5,89.8,32.7,58.7,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
29.4,59.0,12.1,11.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
38.9,30.8,9.8,3.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.3,85.9,30.2,35.9,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
25.9,85.7,39.2,72.4,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
20.2,76.6,28.5,42.8,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
40.3,40.5,12.0,2.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
36.6,22.6,6.9,0.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.9,96.6,38.8,83.6,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
29.0,45.5,20.2,8.8,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
31.0,47.1,15.9,7.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.6,94.2,23.0,26.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
29.6,68.6,20.8,12.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
42.1,44.4,15.2,3.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.2,81.5,29.2,23.5,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
29.0,94.3,28.7,48.6,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
43.9,36.8,7.5,3.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.2,82.3,25.4,22.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
28.8,58.3,19.0,7.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
26.7,82.8,19.7,68.8,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
43.6,24.7,16.4,1.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
39.1,39.8,6.9,4.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.8,91.9,33.5,40.6,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
19.7,86.1,29.7,21.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
29.4,66.6,22.4,9.3,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
27.0,92.4,26.6,33.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
31.9,44.9,14.6,1.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
36.8,44.4,17.6,4.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.9,71.5,17.5,65.5,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
23.6,92.2,40.7,94.7,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
27.5,80.1,30.4,35.8,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
22.0,85.7,21.3,67.0,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
22.9,66.4,22.0,15.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.8,49.6,14.0,14.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
30.0,72.1,30.6,56.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
15.8,90.7,30.2,87.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
22.4,84.6,49.1,74.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
27.9,49.4,25.0,16.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.6,65.0,14.5,15.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
35.8,22.5,11.7,1.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
31.8,24.7,8.3,4.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
31.5,41.0,17.6,0.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
31.7,36.8,16.3,3.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
30.4,26.1,7.5,3.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
19.5,84.2,27.8,26.8,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
30.9,57.7,11.8,19.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
31.5,26.7,17.2,3.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
40.4,22.1,15.7,2.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
31.4,28.2,11.2,3.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
27.8,91.4,28.2,24.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
21.0,78.1,17.4,52.6,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
19.5,91.5,24.4,50.3,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
22.2,47.7,22.2,16.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
30.0,50.2,11.7,11.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
40.0,22.7,17.0,4.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.8,84.0,17.7,21.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
31.5,61.2,10.4,5.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
20.3,89.2,17.9,54.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
25.7,61.0,20.5,5.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.9,56.6,20.8,18.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
44.7,31.6,15.5,4.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
30.3,25.7,9.5,2.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
21.0,88.7,21.2,51.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
18.2,83.9,32.3,45.5,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
24.9,93.5,31.5,55.6,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
24.5,78.6,15.9,20.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.2,90.4,35.1,87.4,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
27.0,73.2,21.8,47.0,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
18.2,70.3,21.6,52.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
36.6,21.6,16.7,4.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
21.6,89.4,28.5,62.2,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
27.1,52.8,13.7,9.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
30.2,45.5,19.6,11.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
31.8,44.5,7.3,3.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.5,61.1,16.0,10.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
30.8,33.4,9.7,1.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
27.8,56.8,13.9,8.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
44.8,27.4,14.2,3.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.2,94.0,44.6,91.8,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
35.6,28.0,8.5,3.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.7,47.4,16.8,15.5,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
28.8,92.7,18.7,45.7,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
22.0,82.5,24.2,63.7,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
26.6,96.5,38.2,68.8,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
21.8,86.2,15.5,68.3,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
28.7,62.8,11.0,11.5,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
31.2,45.3,20.8,10.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.6,48.0,23.6,13.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
31.6,22.1,17.7,1.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.7,92.3,23.5,31.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
27.8,90.3,19.1,49.0,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
25.0,56.5,23.4,10.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.9,47.3,24.0,19.6,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
31.5,48.6,17.6,15.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
41.3,41.8,8.4,0.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.6,93.0,22.3,54.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
22.1,50.3,15.7,10.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.8,55.6,22.4,11.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
17.4,97.8,42.9,97.2,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
36.3,42.9,11.5,1.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
37.9,45.0,12.8,1.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
37.5,25.4,14.1,2.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
44.3,43.7,17.3,2.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
41.2,28.4,7.7,4.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
19.2,86.8,31.1,53.2,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
23.2,92.8,42.6,75.7,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
25.0,64.7,17.4,5.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
26.7,86.1,46.0,61.0,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
17.6,83.4,35.7,81.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
37.5,42.9,17.6,0.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
29.5,53.4,16.5,11.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.1,80.9,39.8,66.4,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
29.1,86.7,23.3,55.6,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
26.3,53.8,22.0,19.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
43.5,23.9,6.4,3.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
32.9,41.5,12.6,1.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
20.1,87.2,26.9,24.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
31.1,55.6,14.5,12.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.9,78.5,27.9,45.6,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
20.4,85.9,15.3,69.7,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
35.9,30.4,11.3,1.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.0,71.0,30.6,24.3,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
25.9,54.9,16.0,7.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.0,84.3,16.3,62.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
31.1,56.0,15.4,10.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
33.9,40.2,15.0,0.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.4,69.7,11.5,17.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.9,68.4,11.3,17.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
37.7,20.5,12.3,0.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.6,66.7,18.7,15.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.2,97.0,33.4,90.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
30.3,58.5,19.0,7.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
27.1,90.7,28.7,36.8,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
23.0,86.8,44.7,96.3,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
31.9,38.7,9.2,2.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
27.5,81.1,25.4,61.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
26.3,46.2,11.7,12.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
36.6,34.6,8.0,0.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
43.9,44.8,12.3,1.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
38.6,35.9,10.8,3.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
31.7,36.9,15.9,1.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
20.6,92.2,34.0,72.9,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
32.9,29.2,10.8,3.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
19.2,86.2,32.6,62.8,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
23.9,60.3,21.5,16.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
33.8,30.0,15.4,1.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.8,81.0,38.0,83.4,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
26.1,79.6,26.0,41.8,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
43.7,44.6,12.6,1.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.9,71.8,29.0,25.6,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
23.4,88.5,34.9,60.8,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
26.1,91.1,28.7,30.7,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
43.4,32.4,10.6,1.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.1,88.2,49.6,67.9,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
21.3,73.2,23.0,45.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
26.9,76.9,20.8,67.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
31.2,30.8,14.4,3.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
31.0,27.8,8.2,1.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.3,69.3,21.1,19.6,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
20.6,94.7,40.6,84.6,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
37.3,31.8,8.1,2.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
30.5,66.2,14.0,12.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
19.8,89.0,35.6,96.0,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
21.0,84.0,22.3,45.6,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
30.7,26.7,16.1,0.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.5,90.0,28.0,33.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
22.1,48.0,21.4,11.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
29.7,56.7,21.9,19.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.1,91.8,30.3,42.6,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
30.4,38.9,8.3,2.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
44.7,38.8,9.4,3.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.6,98.5,42.6,87.3,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
25.7,70.2,29.6,30.9,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
